"station_name","measurement_timestamp","air_temperature","wet_bulb_temperature","humidity","rain_intensity","interval_rain","total_rain","precipitation_type","wind_direction","wind_speed","maximum_wind_speed","barometric_pressure","solar_radiation","heading","battery_life","measurement_timestamp_label","measurement_id"
"Foster Weather Station","2024-04-27T16:00:00.000","25.5",,"55",,"0",,,"0","3.3","0","989.5","277",,"15.1","04/27/2024 4:00 PM","FosterWeatherStation202404271600"
"Oak Street Weather Station","2024-04-27T16:00:00.000","26","20.3","60","0","0","33.5","0","283","1.2","4.2","991.3","158","358","12","04/27/2024 4:00 PM","OakStreetWeatherStation202404271600"
"Foster Weather Station","2024-04-27T15:00:00.000","25",,"55",,"0",,,"0","3.3","0","989.8","259",,"15.1","04/27/2024 3:00 PM","FosterWeatherStation202404271500"
"Oak Street Weather Station","2024-04-27T15:00:00.000","25.3","19.8","60","0","0","33.5","0","80","1.2","3.6","991.3","161","358","12","04/27/2024 3:00 PM","OakStreetWeatherStation202404271500"
"Foster Weather Station","2024-04-27T14:00:00.000","24.67",,"56",,"0",,,"0","3.3","0","989.8","361",,"15.1","04/27/2024 2:00 PM","FosterWeatherStation202404271400"
"Oak Street Weather Station","2024-04-27T14:00:00.000","25","19.5","60","0","0","33.5","0","1","1.3","3","991.4","208","358","12","04/27/2024 2:00 PM","OakStreetWeatherStation202404271400"
"Foster Weather Station","2024-04-27T13:00:00.000","24.28",,"56",,"0",,,"0","3.3","0","989.5","699",,"15.1","04/27/2024 1:00 PM","FosterWeatherStation202404271300"
"Oak Street Weather Station","2024-04-27T13:00:00.000","25.3","19.7","60","0","0","33.5","0","266","2.5","7","991.1","334","358","12.1","04/27/2024 1:00 PM","OakStreetWeatherStation202404271300"
"Foster Weather Station","2024-04-27T12:00:00.000","22.78",,"62",,"0",,,"0","3.3","0","989.5","326",,"15.1","04/27/2024 12:00 PM","FosterWeatherStation202404271200"
"Oak Street Weather Station","2024-04-27T12:00:00.000","23.3","18.9","67","0","0","33.5","0","6","1.4","3.1","990.8","788","358","12","04/27/2024 12:00 PM","OakStreetWeatherStation202404271200"
"Foster Weather Station","2024-04-27T11:00:00.000","20.89",,"68",,"0",,,"0","3.3","0","989.2","256",,"15.1","04/27/2024 11:00 AM","FosterWeatherStation202404271100"
"Foster Weather Station","2024-04-27T10:00:00.000","21",,"67",,"0",,,"0","3.3","0","988.8","220",,"15.1","04/27/2024 10:00 AM","FosterWeatherStation202404271000"
"Oak Street Weather Station","2024-04-27T10:00:00.000","21.5","18.1","72","0","0","33.5","0","287","1.9","4.1","990.6","120","358","12","04/27/2024 10:00 AM","OakStreetWeatherStation202404271000"
"Foster Weather Station","2024-04-27T09:00:00.000","20.17",,"68",,"0",,,"0","3.3","0","988.5","470",,"15.1","04/27/2024 9:00 AM","FosterWeatherStation202404270900"
"Oak Street Weather Station","2024-04-27T09:00:00.000","20.8","17.5","72","0","0","33.5","0","273","2.2","5.7","990","419","358","11.9","04/27/2024 9:00 AM","OakStreetWeatherStation202404270900"
"Foster Weather Station","2024-04-27T08:00:00.000","18.89",,"72",,"0",,,"0","3.3","0","987.5","238",,"15.1","04/27/2024 8:00 AM","FosterWeatherStation202404270800"
"Oak Street Weather Station","2024-04-27T08:00:00.000","20","17","75","0","0","33.5","0","316","0.9","2.2","989.4","245","358","11.9","04/27/2024 8:00 AM","OakStreetWeatherStation202404270800"
"Foster Weather Station","2024-04-27T07:00:00.000","17.89",,"76",,"0",,,"0","3.3","0","987.5","114",,"15.1","04/27/2024 7:00 AM","FosterWeatherStation202404270700"
"Oak Street Weather Station","2024-04-27T07:00:00.000","19","16.5","78","0","0","33.5","0","288","2.1","4.6","989","60","358","11.9","04/27/2024 7:00 AM","OakStreetWeatherStation202404270700"
"Foster Weather Station","2024-04-27T06:00:00.000","17.17",,"79",,"0",,,"0","3.3","0","986.8","10",,"15.1","04/27/2024 6:00 AM","FosterWeatherStation202404270600"
"Oak Street Weather Station","2024-04-27T06:00:00.000","18","15.9","81","0","0","33.5","0","274","1.6","5.2","988.7","3","358","12","04/27/2024 6:00 AM","OakStreetWeatherStation202404270600"
"Foster Weather Station","2024-04-27T05:00:00.000","16.56",,"81",,"0",,,"0","3.3","0","986.8","5",,"15.1","04/27/2024 5:00 AM","FosterWeatherStation202404270500"
"Oak Street Weather Station","2024-04-27T05:00:00.000","17.8","15.8","82","0","0","33.5","0","92","1.3","3.6","988.4","-3","358","12.1","04/27/2024 5:00 AM","OakStreetWeatherStation202404270500"
"Foster Weather Station","2024-04-27T04:00:00.000","14.28",,"85",,"0.18",,,"0","3.3","0","986.5","2",,"15.1","04/27/2024 4:00 AM","FosterWeatherStation202404270400"
"Oak Street Weather Station","2024-04-27T04:00:00.000","16.9","15.2","84","0","0","33.5","0","104","2.8","4.8","988.2","-2","357","11.9","04/27/2024 4:00 AM","OakStreetWeatherStation202404270400"
"Foster Weather Station","2024-04-27T03:00:00.000","14.06",,"83",,"0.13",,,"0","3.3","0","986.5","3",,"15.1","04/27/2024 3:00 AM","FosterWeatherStation202404270300"
"Oak Street Weather Station","2024-04-27T03:00:00.000","16.3","14.4","82","5.4","0.5","33.5","60","113","2.9","6","988.1","-3","358","11.9","04/27/2024 3:00 AM","OakStreetWeatherStation202404270300"
"Foster Weather Station","2024-04-27T02:00:00.000","15.39",,"82",,"0.2",,,"0","3.3","0","987.1","1",,"15.1","04/27/2024 2:00 AM","FosterWeatherStation202404270200"
"Oak Street Weather Station","2024-04-27T02:00:00.000","16.1","14.4","84","0","0.1","33","0","116","1.3","3.1","988.7","-2","358","11.9","04/27/2024 2:00 AM","OakStreetWeatherStation202404270200"
"Foster Weather Station","2024-04-27T01:00:00.000","12.28",,"85",,"1.65",,,"0","3.3","0","986.1","0",,"15.1","04/27/2024 1:00 AM","FosterWeatherStation202404270100"
"Oak Street Weather Station","2024-04-27T01:00:00.000","14.9","13.7","87","0","1.8","32.9","0","111","4.1","6.8","988","-3","358","12","04/27/2024 1:00 AM","OakStreetWeatherStation202404270100"
"Foster Weather Station","2024-04-27T00:00:00.000","17.39",,"70",,"0",,,"0","3.3","0","988.5","5",,"15.1","04/27/2024 12:00 AM","FosterWeatherStation202404272400"
"Oak Street Weather Station","2024-04-27T00:00:00.000","18.1","15.1","74","0","0","31.1","0","117","1.5","2.5","990.6","-2","358","11.9","04/27/2024 12:00 AM","OakStreetWeatherStation202404272400"
"Foster Weather Station","2024-04-26T23:00:00.000","13.17",,"77",,"0",,,"0","3.3","0","987.8","3",,"15.1","04/26/2024 11:00 PM","FosterWeatherStation202404262300"
"Oak Street Weather Station","2024-04-26T23:00:00.000","15.9","13.2","75","0","0","31.1","0","108","4.3","7.3","989.8","-2","358","12","04/26/2024 11:00 PM","OakStreetWeatherStation202404262300"
"Foster Weather Station","2024-04-26T22:00:00.000","12.39",,"78",,"0",,,"0","3.3","0","988.8","6",,"15.1","04/26/2024 10:00 PM","FosterWeatherStation202404262200"
"Oak Street Weather Station","2024-04-26T22:00:00.000","14.7","12.3","76","0","0","31.1","0","107","5","8.2","990.4","-2","358","12","04/26/2024 10:00 PM","OakStreetWeatherStation202404262200"
"Foster Weather Station","2024-04-26T21:00:00.000","12",,"78",,"0",,,"0","3.3","0","989.8","4",,"15.1","04/26/2024 9:00 PM","FosterWeatherStation202404262100"
"Oak Street Weather Station","2024-04-26T21:00:00.000","13.7","11.5","78","0","0","31.1","0","110","4.2","6.5","991.2","-2","358","11.9","04/26/2024 9:00 PM","OakStreetWeatherStation202404262100"
"Foster Weather Station","2024-04-26T20:00:00.000","10.17",,"84",,"0",,,"0","3.3","0","989.8","6",,"15.2","04/26/2024 8:00 PM","FosterWeatherStation202404262000"
"Oak Street Weather Station","2024-04-26T20:00:00.000","12.6","10.9","81","0","0","31.1","0","108","3.4","7.2","991.3","0","358","11.9","04/26/2024 8:00 PM","OakStreetWeatherStation202404262000"
"Foster Weather Station","2024-04-26T19:00:00.000","10.28",,"82",,"0",,,"0","3.3","0","989.5","24",,"15.2","04/26/2024 7:00 PM","FosterWeatherStation202404261900"
"Oak Street Weather Station","2024-04-26T19:00:00.000","11.6","10.1","84","0","0","31.1","0","116","1.5","3.7","991","16","357","11.9","04/26/2024 7:00 PM","OakStreetWeatherStation202404261900"
"Foster Weather Station","2024-04-26T18:00:00.000","10.06",,"83",,"0.08",,,"0","3.3","0","990.9","32",,"15.2","04/26/2024 6:00 PM","FosterWeatherStation202404261800"
"Oak Street Weather Station","2024-04-26T18:00:00.000","11","9.8","86","0","0.1","31.1","0","63","1.4","3.6","992","36","358","11.9","04/26/2024 6:00 PM","OakStreetWeatherStation202404261800"
"Foster Weather Station","2024-04-26T17:00:00.000","9.67",,"84",,"3.84",,,"0","3.3","0","991.5","62",,"15.2","04/26/2024 5:00 PM","FosterWeatherStation202404261700"
"Oak Street Weather Station","2024-04-26T17:00:00.000","11","9.8","86","0.6","5.7","31","60","111","3.2","5.7","993.2","60","358","12","04/26/2024 5:00 PM","OakStreetWeatherStation202404261700"
"Foster Weather Station","2024-04-26T16:00:00.000","10.28",,"77",,"4.72",,,"0","3.3","0","992.9","165",,"15.1","04/26/2024 4:00 PM","FosterWeatherStation202404261600"
"Oak Street Weather Station","2024-04-26T16:00:00.000","12","9.7","75","1.2","5.8","25.3","60","96","2.6","6.5","994.8","132","358","11.8","04/26/2024 4:00 PM","OakStreetWeatherStation202404261600"
"Foster Weather Station","2024-04-26T15:00:00.000","10.28",,"74",,"2.46",,,"0","3.3","0","994.9","24",,"15.2","04/26/2024 3:00 PM","FosterWeatherStation202404261500"
"Oak Street Weather Station","2024-04-26T15:00:00.000","12.9","9.5","65","5.4","3.1","19.5","60","107","1.8","4.2","996.5","16","358","12.1","04/26/2024 3:00 PM","OakStreetWeatherStation202404261500"
"Foster Weather Station","2024-04-26T14:00:00.000","10.39",,"69",,"0",,,"0","3.3","0","994.6","64",,"15.2","04/26/2024 2:00 PM","FosterWeatherStation202404261400"
"Oak Street Weather Station","2024-04-26T14:00:00.000","12.2","9.1","67","0.6","0.1","16.4","60","114","2.5","3.7","996.1","47","358","12","04/26/2024 2:00 PM","OakStreetWeatherStation202404261400"
"Foster Weather Station","2024-04-26T13:00:00.000","10.06",,"70",,"0",,,"0","3.3","0","995.6","324",,"15.2","04/26/2024 1:00 PM","FosterWeatherStation202404261300"
"Oak Street Weather Station","2024-04-26T13:00:00.000","11.7","8.6","67","0","0","16.3","0","106","3.5","7","997","260","358","12","04/26/2024 1:00 PM","OakStreetWeatherStation202404261300"
"Foster Weather Station","2024-04-26T12:00:00.000","9.78",,"68",,"0",,,"0","3.3","0","996.3","275",,"15.1","04/26/2024 12:00 PM","FosterWeatherStation202404261200"
"Oak Street Weather Station","2024-04-26T12:00:00.000","11.1","8.3","70","0","0","16.3","0","101","2.7","3.5","997.8","207","358","12.1","04/26/2024 12:00 PM","OakStreetWeatherStation202404261200"
"Foster Weather Station","2024-04-26T11:00:00.000","9.17",,"66",,"0",,,"0","3.3","0","996.6","421",,"15.1","04/26/2024 11:00 AM","FosterWeatherStation202404261100"
"Oak Street Weather Station","2024-04-26T11:00:00.000","11","7.6","63","0","0","16.3","0","105","2.5","4.5","998.3","392","358","12","04/26/2024 11:00 AM","OakStreetWeatherStation202404261100"
"Foster Weather Station","2024-04-26T10:00:00.000","8.5",,"66",,"0",,,"0","3.3","0","997.3","407",,"15.2","04/26/2024 10:00 AM","FosterWeatherStation202404261000"
"Oak Street Weather Station","2024-04-26T10:00:00.000","9.5","6.8","68","0","0","16.3","0","106","2.8","6.8","998.8","340","358","12","04/26/2024 10:00 AM","OakStreetWeatherStation202404261000"
"Foster Weather Station","2024-04-26T09:00:00.000","7.67",,"63",,"0",,,"0","3.3","0","998","302",,"15.2","04/26/2024 9:00 AM","FosterWeatherStation202404260900"
"Oak Street Weather Station","2024-04-26T09:00:00.000","8.8","5.8","64","0","0","16.3","0","118","2.5","7.1","999.7","278","358","11.9","04/26/2024 9:00 AM","OakStreetWeatherStation202404260900"
"Foster Weather Station","2024-04-26T08:00:00.000","7.89",,"63",,"0",,,"0","3.3","0","998.6","291",,"15.2","04/26/2024 8:00 AM","FosterWeatherStation202404260800"
"Oak Street Weather Station","2024-04-26T08:00:00.000","9","5.9","63","0","0","16.3","0","112","2","4.4","1000.4","346","358","11.8","04/26/2024 8:00 AM","OakStreetWeatherStation202404260800"
"Foster Weather Station","2024-04-26T07:00:00.000","7.06",,"61",,"0",,,"0","3.3","0","999.3","76",,"15.2","04/26/2024 7:00 AM","FosterWeatherStation202404260700"
"Oak Street Weather Station","2024-04-26T07:00:00.000","8.4","5.5","64","0","0","16.3","0","114","2.8","4.4","1000.9","69","358","11.9","04/26/2024 7:00 AM","OakStreetWeatherStation202404260700"
"Foster Weather Station","2024-04-26T06:00:00.000","7",,"64",,"0",,,"0","3.3","0","998.3","10",,"15.2","04/26/2024 6:00 AM","FosterWeatherStation202404260600"
"Oak Street Weather Station","2024-04-26T06:00:00.000","7.7","4.5","61","0","0","16.3","0","122","2.7","4.4","1000","5","358","12","04/26/2024 6:00 AM","OakStreetWeatherStation202404260600"
"Foster Weather Station","2024-04-26T05:00:00.000","7.39",,"66",,"0",,,"0","3.3","0","998.6","4",,"15.2","04/26/2024 5:00 AM","FosterWeatherStation202404260500"
"Oak Street Weather Station","2024-04-26T05:00:00.000","8.2","5.3","65","0","0","16.3","0","100","2.3","5.3","1000.2","0","358","12","04/26/2024 5:00 AM","OakStreetWeatherStation202404260500"
"Foster Weather Station","2024-04-26T04:00:00.000","7.78",,"71",,"0",,,"0","3.3","0","1000","4",,"15.2","04/26/2024 4:00 AM","FosterWeatherStation202404260400"
"Oak Street Weather Station","2024-04-26T04:00:00.000","8.7","5.8","66","0","0","16.3","0","126","1.8","5.5","1001.5","0","358","12","04/26/2024 4:00 AM","OakStreetWeatherStation202404260400"
"Foster Weather Station","2024-04-26T03:00:00.000","8.17",,"62",,"0",,,"0","3.3","0","1000","5",,"15.2","04/26/2024 3:00 AM","FosterWeatherStation202404260300"
"Oak Street Weather Station","2024-04-26T03:00:00.000","8.9","5.6","61","0","0","16.3","0","90","1.3","2.8","1001.6","0","358","11.9","04/26/2024 3:00 AM","OakStreetWeatherStation202404260300"
"Foster Weather Station","2024-04-26T02:00:00.000","8.39",,"64",,"0",,,"0","3.3","0","1000.3","5",,"15.2","04/26/2024 2:00 AM","FosterWeatherStation202404260200"
"Oak Street Weather Station","2024-04-26T02:00:00.000","9","6.2","66","0","0","16.3","0","113","1.4","3.3","1001.9","0","358","11.9","04/26/2024 2:00 AM","OakStreetWeatherStation202404260200"
"Foster Weather Station","2024-04-26T01:00:00.000","7.78",,"77",,"0",,,"0","3.3","0","1001","4",,"15.2","04/26/2024 1:00 AM","FosterWeatherStation202404260100"
"Oak Street Weather Station","2024-04-26T01:00:00.000","9.1","6.8","72","0","0","16.3","0","106","1.9","4.6","1002.5","0","358","11.9","04/26/2024 1:00 AM","OakStreetWeatherStation202404260100"
"Foster Weather Station","2024-04-26T00:00:00.000","7.39",,"71",,"0",,,"0","3.3","0","1001","5",,"15.2","04/26/2024 12:00 AM","FosterWeatherStation202404262400"
"Oak Street Weather Station","2024-04-26T00:00:00.000","8.6","6.8","79","0","0","16.3","0","111","3.4","6.4","1002.7","0","358","12","04/26/2024 12:00 AM","OakStreetWeatherStation202404262400"
"Foster Weather Station","2024-04-25T23:00:00.000","7.28",,"72",,"0",,,"0","3.3","0","1001","3",,"15.2","04/25/2024 11:00 PM","FosterWeatherStation202404252300"
"Oak Street Weather Station","2024-04-25T23:00:00.000","8.5","6.4","74","0","0","16.3","0","117","3.7","7.5","1002.8","0","358","12","04/25/2024 11:00 PM","OakStreetWeatherStation202404252300"
"Foster Weather Station","2024-04-25T22:00:00.000","7.17",,"72",,"0",,,"0","3.3","0","1001.7","4",,"15.2","04/25/2024 10:00 PM","FosterWeatherStation202404252200"
"Oak Street Weather Station","2024-04-25T22:00:00.000","8.1","6.1","75","0","0","16.3","0","115","2.4","3.9","1003.4","0","358","12.1","04/25/2024 10:00 PM","OakStreetWeatherStation202404252200"
"Foster Weather Station","2024-04-25T21:00:00.000","7.39",,"68",,"0",,,"0","3.3","0","1001.7","5",,"15.2","04/25/2024 9:00 PM","FosterWeatherStation202404252100"
"Oak Street Weather Station","2024-04-25T21:00:00.000","8.3","5.9","71","0","0","16.3","0","112","2","3.7","1003.3","0","358","11.9","04/25/2024 9:00 PM","OakStreetWeatherStation202404252100"
"Foster Weather Station","2024-04-25T20:00:00.000","7.06",,"70",,"0",,,"0","3.3","0","1001","5",,"15.2","04/25/2024 8:00 PM","FosterWeatherStation202404252000"
"Oak Street Weather Station","2024-04-25T20:00:00.000","8.2","6","73","0","0","16.3","0","98","1.8","2.7","1002.9","1","358","11.9","04/25/2024 8:00 PM","OakStreetWeatherStation202404252000"
"Foster Weather Station","2024-04-25T19:00:00.000","7.06",,"70",,"0",,,"0","3.3","0","1001.7","89",,"15.2","04/25/2024 7:00 PM","FosterWeatherStation202404251900"
"Oak Street Weather Station","2024-04-25T19:00:00.000","8","6","74","0","0","16.3","0","98","2.9","3.9","1003.4","19","358","11.9","04/25/2024 7:00 PM","OakStreetWeatherStation202404251900"
"Foster Weather Station","2024-04-25T18:00:00.000","7.06",,"66",,"0",,,"0","3.3","0","1002.4","271",,"15.1","04/25/2024 6:00 PM","FosterWeatherStation202404251800"
"Oak Street Weather Station","2024-04-25T18:00:00.000","7.9","5.8","73","0","0","16.3","0","94","3","3.6","1003.9","28","358","11.9","04/25/2024 6:00 PM","OakStreetWeatherStation202404251800"
"Foster Weather Station","2024-04-25T17:00:00.000","7.5",,"68",,"0",,,"0","3.3","0","1002.7","456",,"15.1","04/25/2024 5:00 PM","FosterWeatherStation202404251700"
"Oak Street Weather Station","2024-04-25T17:00:00.000","7.8","5.8","75","0","0","16.3","0","83","2","2.8","1004.2","34","357","12.1","04/25/2024 5:00 PM","OakStreetWeatherStation202404251700"
"Foster Weather Station","2024-04-25T16:00:00.000","7.06",,"71",,"0",,,"0","3.3","0","1002.7","619",,"15.2","04/25/2024 4:00 PM","FosterWeatherStation202404251600"
"Oak Street Weather Station","2024-04-25T16:00:00.000","8.1","6.1","75","0","0","16.3","0","63","3","4.1","1004.5","555","357","12","04/25/2024 4:00 PM","OakStreetWeatherStation202404251600"
"Foster Weather Station","2024-04-25T15:00:00.000","7.5",,"69",,"0",,,"0","3.3","0","1003.7","747",,"15.1","04/25/2024 3:00 PM","FosterWeatherStation202404251500"
"Oak Street Weather Station","2024-04-25T15:00:00.000","7.8","5.8","75","0","0","16.3","0","60","3.4","4","1005.3","679","357","11.9","04/25/2024 3:00 PM","OakStreetWeatherStation202404251500"
"Foster Weather Station","2024-04-25T14:00:00.000","7",,"73",,"0",,,"0","3.3","0","1004.4","824",,"15.2","04/25/2024 2:00 PM","FosterWeatherStation202404251400"
"Oak Street Weather Station","2024-04-25T14:00:00.000","7.9","5.9","75","0","0","16.3","0","67","3","3.7","1005.9","765","358","11.8","04/25/2024 2:00 PM","OakStreetWeatherStation202404251400"
"Foster Weather Station","2024-04-25T13:00:00.000","6.89",,"60",,"0",,,"0","3.3","0","1004.7","851",,"15.2","04/25/2024 1:00 PM","FosterWeatherStation202404251300"
"Oak Street Weather Station","2024-04-25T13:00:00.000","8","5.4","68","0","0","16.3","0","77","2.4","2.9","1006.3","808","358","12","04/25/2024 1:00 PM","OakStreetWeatherStation202404251300"
"Foster Weather Station","2024-04-25T12:00:00.000","7.39",,"62",,"0",,,"0","3.3","0","1005.1","819",,"15.1","04/25/2024 12:00 PM","FosterWeatherStation202404251200"
"Oak Street Weather Station","2024-04-25T12:00:00.000","7.6","5.1","69","0","0","16.3","0","100","3.4","4.3","1006.5","794","358","12","04/25/2024 12:00 PM","OakStreetWeatherStation202404251200"
"Foster Weather Station","2024-04-25T11:00:00.000","7.39",,"65",,"0",,,"0","3.3","0","1005.1","744",,"15.2","04/25/2024 11:00 AM","FosterWeatherStation202404251100"
"Oak Street Weather Station","2024-04-25T11:00:00.000","7.5","5.1","70","0","0","16.3","0","98","3.4","4.7","1006.5","734","358","11.9","04/25/2024 11:00 AM","OakStreetWeatherStation202404251100"
"Foster Weather Station","2024-04-25T10:00:00.000","6.89",,"65",,"0",,,"0","3.3","0","1005.1","619",,"15.1","04/25/2024 10:00 AM","FosterWeatherStation202404251000"
"Oak Street Weather Station","2024-04-25T10:00:00.000","7.7","5.1","68","0","0","16.3","0","112","2.6","4.1","1006.8","622","358","12","04/25/2024 10:00 AM","OakStreetWeatherStation202404251000"
"Foster Weather Station","2024-04-25T09:00:00.000","6.39",,"68",,"0",,,"0","3.3","0","1005.1","458",,"15.1","04/25/2024 9:00 AM","FosterWeatherStation202404250900"
"Oak Street Weather Station","2024-04-25T09:00:00.000","7.1","5","73","0","0","16.3","0","101","3.4","3.8","1006.7","482","358","12","04/25/2024 9:00 AM","OakStreetWeatherStation202404250900"
"Foster Weather Station","2024-04-25T08:00:00.000","5.89",,"71",,"0",,,"0","3.3","0","1005.1","241",,"15.1","04/25/2024 8:00 AM","FosterWeatherStation202404250800"
"Oak Street Weather Station","2024-04-25T08:00:00.000","6.5","4.7","77","0","0","16.3","0","112","3.5","4.7","1006.7","277","358","11.9","04/25/2024 8:00 AM","OakStreetWeatherStation202404250800"
"Foster Weather Station","2024-04-25T07:00:00.000","4.78",,"75",,"0",,,"0","3.3","0","1004.7","84",,"15.2","04/25/2024 7:00 AM","FosterWeatherStation202404250700"
"Oak Street Weather Station","2024-04-25T07:00:00.000","5.7","4.1","77","0","0","16.3","0","111","2","3.4","1006.6","66","358","12","04/25/2024 7:00 AM","OakStreetWeatherStation202404250700"
"Oak Street Weather Station","2024-04-25T06:00:00.000","5.2","3.7","78","0","0","16.3","0","116","2.5","3.4","1006","7","358","11.9","04/25/2024 6:00 AM","OakStreetWeatherStation202404250600"
"Foster Weather Station","2024-04-25T05:00:00.000","4.06",,"73",,"0",,,"0","3.3","0","1004.4","4",,"15.2","04/25/2024 5:00 AM","FosterWeatherStation202404250500"
"Oak Street Weather Station","2024-04-25T05:00:00.000","5","3.4","77","0","0","16.3","0","107","2.1","2.7","1006","1","358","11.8","04/25/2024 5:00 AM","OakStreetWeatherStation202404250500"
"Foster Weather Station","2024-04-25T04:00:00.000","4",,"69",,"0",,,"0","3.3","0","1004.1","4",,"15.2","04/25/2024 4:00 AM","FosterWeatherStation202404250400"
"Oak Street Weather Station","2024-04-25T04:00:00.000","4.8","3","75","0","0","16.3","0","143","0.9","1.9","1006","1","358","11.9","04/25/2024 4:00 AM","OakStreetWeatherStation202404250400"
"Foster Weather Station","2024-04-25T03:00:00.000","3.56",,"68",,"0",,,"0","3.3","0","1003.7","4",,"15.1","04/25/2024 3:00 AM","FosterWeatherStation202404250300"
"Oak Street Weather Station","2024-04-25T03:00:00.000","4.9","3","73","0","0","16.3","0","102","1.3","1.6","1005.7","1","358","11.9","04/25/2024 3:00 AM","OakStreetWeatherStation202404250300"
"Foster Weather Station","2024-04-25T02:00:00.000","3.67",,"67",,"0",,,"0","3.3","0","1004.1","5",,"15","04/25/2024 2:00 AM","FosterWeatherStation202404250200"
"Oak Street Weather Station","2024-04-25T02:00:00.000","4.8","2.8","71","0","0","16.3","0","74","1.7","2.3","1005.8","1","358","11.9","04/25/2024 2:00 AM","OakStreetWeatherStation202404250200"
"Foster Weather Station","2024-04-25T01:00:00.000","3.78",,"67",,"0",,,"0","3.3","0","1004.1","5",,"15.2","04/25/2024 1:00 AM","FosterWeatherStation202404250100"
"Oak Street Weather Station","2024-04-25T01:00:00.000","4.7","2.8","72","0","0","16.3","0","84","1.2","1.7","1005.8","1","358","12","04/25/2024 1:00 AM","OakStreetWeatherStation202404250100"
"Foster Weather Station","2024-04-25T00:00:00.000","3.67",,"69",,"0",,,"0","3.3","0","1003.7","5",,"14.9","04/25/2024 12:00 AM","FosterWeatherStation202404252400"
"Oak Street Weather Station","2024-04-25T00:00:00.000","4.5","2.7","74","0","0","16.3","0","102","1.5","2","1005.6","1","358","11.9","04/25/2024 12:00 AM","OakStreetWeatherStation202404252400"
"Foster Weather Station","2024-04-24T23:00:00.000","3.67",,"68",,"0",,,"0","3.3","0","1003.7","5",,"15.2","04/24/2024 11:00 PM","FosterWeatherStation202404242300"
"Oak Street Weather Station","2024-04-24T23:00:00.000","4.2","2.4","74","0","0","16.3","0","98","0.8","1.6","1005.6","1","358","11.9","04/24/2024 11:00 PM","OakStreetWeatherStation202404242300"
"Foster Weather Station","2024-04-24T22:00:00.000","3.56",,"68",,"0",,,"0","3.3","0","1003.7","5",,"15.2","04/24/2024 10:00 PM","FosterWeatherStation202404242200"
"Oak Street Weather Station","2024-04-24T22:00:00.000","4.5","2.5","72","0","0","16.3","0","101","1.8","2.6","1005.5","1","358","12","04/24/2024 10:00 PM","OakStreetWeatherStation202404242200"
"Foster Weather Station","2024-04-24T21:00:00.000","3.5",,"67",,"0",,,"0","3.3","0","1003.7","3",,"15.2","04/24/2024 9:00 PM","FosterWeatherStation202404242100"
"Oak Street Weather Station","2024-04-24T21:00:00.000","4.4","2.4","71","0","0","16.3","0","50","1.9","2.9","1005.3","2","358","12","04/24/2024 9:00 PM","OakStreetWeatherStation202404242100"
"Foster Weather Station","2024-04-24T20:00:00.000","3.39",,"68",,"0",,,"0","3.3","0","1003.4","5",,"15.2","04/24/2024 8:00 PM","FosterWeatherStation202404242000"
"Oak Street Weather Station","2024-04-24T20:00:00.000","4.4","2.5","72","0","0","16.3","0","32","3.1","4.1","1005.2","1","358","12","04/24/2024 8:00 PM","OakStreetWeatherStation202404242000"
"Foster Weather Station","2024-04-24T19:00:00.000","3.5",,"66",,"0",,,"0","3.3","0","1003.4","102",,"15.2","04/24/2024 7:00 PM","FosterWeatherStation202404241900"
"Oak Street Weather Station","2024-04-24T19:00:00.000","4.2","2.3","72","0","0","16.3","0","44","2.3","3.4","1005.2","18","358","12","04/24/2024 7:00 PM","OakStreetWeatherStation202404241900"
"Foster Weather Station","2024-04-24T18:00:00.000","3.5",,"67",,"0",,,"0","3.3","0","1003.4","280",,"15.2","04/24/2024 6:00 PM","FosterWeatherStation202404241800"
"Oak Street Weather Station","2024-04-24T18:00:00.000","4.1","2.3","73","0","0","16.3","0","29","4.2","5","1005","29","358","11.9","04/24/2024 6:00 PM","OakStreetWeatherStation202404241800"
"Foster Weather Station","2024-04-24T17:00:00.000","3.5",,"68",,"0",,,"0","3.3","0","1003","466",,"15.2","04/24/2024 5:00 PM","FosterWeatherStation202404241700"
"Oak Street Weather Station","2024-04-24T17:00:00.000","4.1","2.3","73","0","0","16.3","0","22","4.2","6.1","1004.9","40","357","12","04/24/2024 5:00 PM","OakStreetWeatherStation202404241700"
"Foster Weather Station","2024-04-24T16:00:00.000","3.56",,"68",,"0",,,"0","3.3","0","1003.4","631",,"15.1","04/24/2024 4:00 PM","FosterWeatherStation202404241600"
"Oak Street Weather Station","2024-04-24T16:00:00.000","4","2.1","71","0","0","16.3","0","29","4.3","5.7","1005.1","591","357","11.9","04/24/2024 4:00 PM","OakStreetWeatherStation202404241600"
"Foster Weather Station","2024-04-24T15:00:00.000","3.67",,"67",,"0",,,"0","3.3","0","1003.4","939",,"15.2","04/24/2024 3:00 PM","FosterWeatherStation202404241500"
"Oak Street Weather Station","2024-04-24T15:00:00.000","4.3","2.3","71","0","0","16.3","0","21","5.2","7.7","1005.4","353","358","12","04/24/2024 3:00 PM","OakStreetWeatherStation202404241500"
"Foster Weather Station","2024-04-24T14:00:00.000","3.56",,"64",,"0",,,"0","3.3","0","1003.7","712",,"15.1","04/24/2024 2:00 PM","FosterWeatherStation202404241400"
