"mural_registration_id","artist_credit","artwork_title","media","year_installed","year_restored","location_description","street_address","zip","ward","affiliated_or_commissioning","description_of_artwork","community_areas","latitude","longitude","location"
"19445","Czr Prz","Asherah Bouquet","Paint","2022",,"Estelle's Cafe & Lounge - west-facing alley-side wall","2013 W North Ave","60647","1","WPB SSA #33","Asherah is the mother goddess of the Canaanite pantheon, but this mural depicts Chicago-native Sarah Ratissi draped in flowers plucked from a realm between the city's natural ecosystem and the collective's half-forgotten dreams. When Caesar and his friends were coming up in Chicago's creative scene, Estelle's was a favorite haunt of the old nightlife stomping grounds in Wicker Park. Ashera Bouquet marks the latest installment of an ongoing series in Caesar's mural practice where he depicts women he admires as idols inspired by cross-cultural goddesses. This offering to both the local community and precious memories now blooms a full four stories tall, welcoming revelers on train and foot with a friendly gaze and the Car Prz signature, eye-catching electric color palette.  This mural was sponsored and funded by Wicker Park Bucktown Special Service Area #33.","24","-87.67813043","41.9103642","POINT (41.9103642 -87.67813043)"
"19322","Justus Roe","Kinzie Train Depot","Acrylic and exterior latex paint","2017","2019","80% of the building running fomr 901-999 w. Kinzie / 372 n. Peoria","372 N Peoria","60607","27",,"abstract landscape painting",,"41.88849669","-87.65003207","POINT (-87.65003207 41.88849669)"
"19377","SentRock, Cujo, Nikko Washington, Dred Ske, Tubs, Rahmaan Statik, Milton Coronado, AfroKilla, Rico Chingas and Max Sansing","Black Love Brown Pride Unity Mural","Paint","2020",,"The Old Leon's Barbeque Restaurant","1636-1640 E 79  St","60649","8","Southeast Chicago Chamber Of Commerce","Beautifying the area around it, the expressive background features fluid hues, bold brushstrokes with colorful, distinct figures. Along the brick canvas, the cool colors of royal blue, violet and sky blue flow behind each subject, invoking the sense of wisdom, love, inspiration and power of humanity throughout history, yet uniting them in a common struggle for sovereignty and freedom. The imagery of Black and Brown faces that show love and pride of who we are, remind observers of the richness of our cultures and the strength of our people. It is impossible to just glance at this massive mural with a message and not feel the spirit of resilience.",,"41.75161068","-87.5843543","POINT (-87.5843543 41.75161068)"
"19212","Chad Kouri","Imitation Aura","Paint","2019",,"Underneath CTA tracks on Freestanding Wall","3410 N Southport Ave","60657","44","Lakeview Chamber of Commerce",,"6","41.94375528","-87.66407359","POINT (-87.66407359 41.94375528)"
"19254","Marry Tonnu","Letter C",,"2019",,,"1400 W Wabansia Ave","60642","2","24",,,"41.91361584","-87.66285163","POINT (-87.66285163 41.91361584)"
"19107","Northwest
Arts
Connection with Erika Doyle","Jardin Kilbourn","Paint","2017",,"Roscoe Ave at Kostner Ave","Roscoe Ave at Kostner Ave","60641","30","DCASE","Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, â€œWhat does urban renewal or urban evolution mean to this area?â€",,"41.942618","-87.737338","POINT (-87.737338 41.942618)"
"19239","Steven Teller","An Ode to Eleanor (Youth)",,"2019",,,"835 W Montrose Ave","60613","46",,,"3","41.96171341","-87.65132053","POINT (-87.65132053 41.96171341)"
"19122","Jim Bachor","Meander","Mosaic Tiles","2018",,"Metra Electric District Viaduct","938 East 87th St","60619","8",,"Jim Bachor covers the contemporary urban fabric with the ancient technique of mosaic. Known for filling potholes with glass-and-mortar in Meander the artist elongated his scale to the width of a viaduct. He ordered over 1,000 pounds of ceramic tile from Italy to be set in a 90-foot mosaic.
 
Cut and laid out in the artistâ€™s studio, the intricate but simple design shows three tulipsâ€”orange, yellow, and redâ€”with their stems undulating along the mosaicâ€™s expanse. From a distance, the flowers seem to be blowing in the breeze against an abstracted, rolling landscape. Up close, the incredible variety of tones and craftsmanship is apparent. Tiles that make up the orange tulip, for instance, include subtle differences of beige, yellow, and brown. Whether seen strolling by on foot or witnessed at the speed of a moving car, Bachorâ€™s Meander enlivens the sterile space of a viaduct underpass.
Jim Bachor covers the contemporary urban fabric with the ancient technique of mosaic. Known for filling potholes with glass-and-mortar in Meander the artist elongated his scale to the width of a viaduct. He ordered over 1,000 pounds of ceramic tile from Italy to be set in a 90-foot mosaic.
 
Cut and laid out in the artistâ€™s studio, the intricate but simple design shows three tulipsâ€”orange, yellow, and redâ€”with their stems undulating along the mosaicâ€™s expanse. From a distance, the flowers seem to be blowing in the breeze against an abstracted, rolling landscape. Up close, the incredible variety of tones and craftsmanship is apparent. Tiles that make up the orange tulip, for instance, include subtle differences of beige, yellow, and brown. Whether seen strolling by on foot or witnessed at the speed of a moving car, Bachorâ€™s Meander enlivens the sterile space of a viaduct underpass.","40","41.73681262","-87.60090571","POINT (-87.60090571 41.73681262)"
"19349","Left Handed Wave","Beyond",,"2020",,"Harry S. Truman College","1145 W Wilson Ave","60640","46",,,,"41.964697","-87.658953","POINT (-87.658953 41.964697)"
"19085","Sandra Antongiorgi","Las Puertas de Paseo Boricua","Paint and Mixed Media","2017",,"Division street between Western Ave and California Ave","2547 W Division St","60622","26","DCASE","Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.","25","41.9028643","-87.69141411","POINT (-87.69141411 41.9028643)"
"19354","Shannon Lewis","One Community",,"2020",,"Godfather's Pizza","1265 W Wilson Avenue","60640","46","Uptown United",,,"41.9651576","-87.6620866","POINT (-87.6620866 41.9651576)"
"19398","Ryan Tova Katz","Butterfly Girl","Paint","2021",,"Large Apartment Building off of Irving Park","3998 N Janssen Ave","60613","47",,"Beautiful Black Girl posing with a butterfly on her hand and holding a bucket Symbolic of the tender fierceness of a child's love.",,"41.95423881","-87.66599005","POINT (-87.66599005 41.95423881)"
"19281","Michelle Lytle","The Essanay",,"2019",,"The Bachelor - FLATS","1140 Wilson Ave","60640","46",,,,"41.96548895","-87.6591587","POINT (-87.6591587 41.96548895)"
"19062","Spifster and Chris Silva",,"Spray + brush","2018",,"Garage (alley)","2801 S Millard Ave","60623","22","Yollocalli Arts Reach",,"32","41.84061275","-87.71576395","POINT (-87.71576395 41.84061275)"
"19222","Molly Z","Cultivating Harmony","Paint","2017",,"Green Element Resale","6241 N Broadway","60660","40","Edgewater Chamber of Commerce","The Edgewater Chamger of Commerce and SSA #26 hired Molly Z to create a mural as part of its public art program. The program is meant to enhance the commercial corridors in Edgewater.","77","41.99577698","-87.66029505","POINT (-87.66029505 41.99577698)"
"19294","Peyton Stewart","Psychedelic Portal","Spray Paint","2019",,"Couch Place Alley","170 N Dearborn St","60601","42","Chicago Loop Alliance","Magical images for the magic of theatre. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.",,"41.88514243","-87.62962434","POINT (-87.62962434 41.88514243)"
"19133","Concetta Morales","Positive Moves in the Game of Life",,"1988",,,"3942 West North Ave","60647","26","Chicago Public Art Group","Completed 1988. Artist Concetta Morales. This mosaic mural is made of a mix of broken tile, marble, and pieces of baked clay. The mural represents, through a game board design, the challenges that today's teenagers face; challenges such as failure/success, peer pressure, and drugs. From 1988","24","41.91000631","-87.72560703","POINT (-87.72560703 41.91000631)"
"19397","Christoper Balboa Jr","N/A","Paint","2021",,"Chicago Flag, East andd South face of the east abutment of Diversey Ave bridge over the North Branch of the Chicago River","2125 W. Diversey Ave","60647","1",,"Chicago Flag",,"41.93213562","-87.68155661","POINT (-87.68155661 41.93213562)"
"19090","Jenny Q.","Las Puertas de Paseo Boricua","Paint and Mixed Media","2017",,"Division St between Western Ave and California Ave","2546 W Division St","60622","26","DCASE","Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.","25","41.90308512","-87.69129673","POINT (-87.69129673 41.90308512)"
"19134","Carolyn Elaine and John Pitman Weber","Reaching Back, Moving Forward, Lest We Forget the Song of 47th St",,"2009",,"47th St and Lake Shore Drive Underpass","1306 East 47th St","60653","4","Chicago Public Art Group","Artist Carolyn Elaine and John Pitman Weber. 2009. This mosiac mural was created to represent and enrich the history of the Hyde Park/Bronzeville area. The mural urges people to know their history: ""Know, Learn, Read"". Through the use of Adinkra and Native American symbols the mural promotes a message of the importance of history, peace, and tranquility. From 2009","5","41.80977529","-87.59473652","POINT (-87.59473652 41.80977529)"
"19440","Lisa Wronski","Lisa Wronski Mural","Paint","2023",,"Northeast wall of Walgreens, along Milwaukee Ave","1372 N Milwaukee Ave","60622","1","Wicker Park Bucktown Special Service Area #33","A large-scale mural painted by Lisa Wronski on the northeast wall of Walgreens along Milwaukee Ave. The mural features prominent locations and elements that have become identifying characteristics of the Wicker Park and Bucktown neighborhoods. The mural was commissioned and sponsored by Wicker Park Bucktown Special Service Area #33.","24","1909270.064","1164306.816","POINT (1164306.816 1909270.064)"
"19412","Kayla Mahaffey, assist by Abie Vasquez and
Henry Annan","Light the Spark","Paint","2022",,,"8828 S Stony Island Ave","60617","8","MEAGAN MCNEAL ON BEHALF OF THE SOUTHEAST CHICAGO CHAMBER OF COMMERCE","Kayla Mahaffey, assist by Abie Vasquez and  Henry Annan - Inspired by the Art Center  that it adorns, Kayla's work speaks to the  positive forces of community coming  together. To hear more about this piece in  the artist's own words, check out this story  by the Chicago Sun-Times:  https://chicago.suntimes.com/murals-mosaics/2020/9/25/21438429/murals-chicago-kayl  a-mahaffey-calumet-heights-community-artscenter-true-life-foundation","48","41.73421192","-87.58573489","POINT (-87.58573489 41.73421192)"
"19117","Chris Silva with Yollocalli","Flight Patterns","spray","2018",,"Lakeview Low Line","3410 N Southport Ave","60657","44","Yollocalli Arts Reach","Flight Patterns was done in collaboration with young Artists from Yollocalli Arts Reach. Our Yollocalli team created stencil designs, assisted in making on the fly color decisions, and helped to get everything painted while amping up the overall enjoyment factor of producing this vibrant piece of public art.","57","41.94375528","-87.66407359","POINT (-87.66407359 41.94375528)"
"19244","Tony Passero","Tierra","Paint","2019",,"Road viaduct wall, on W Montrose Ave, under LSD","N Cicero Ave, north of W Foster Ave","60630","39",,,"46","41.962039","-87.646384","POINT (-87.646384 41.962039)"
"19429","Kalen Ockerman","The Sacred Guardians","Paint","2012",,"CTA viaduct wall","W Farwell Ave & N Glenwood Ave","60626","49",,"International graffiti fine artist Mear One joins the Mile of Murals project in 2012, painting on the viaduct at Farwell adjacent to Doze Green's block-long mural on Glenwood.    Describing his work as it applies to the theme of individualism/interdependence, Mear says:    ""When I was first introduced to the 'Miles of Murals' project, the first thought that sprung to mind was a series of interlocking images, representing a powerful symbol of humanity connected as it were by a plethora of varying shapes and forms, colors and contrasts.    Yet despite this variance, or perhaps in spite of it, there exudes a uniform strength of pattern, repetition and interconnectedness of and between individuals, each individual being part and parcel of a larger community, albeit humanity. Everyone exists as an equal agent of change unto themselves. Everyone bears witness to humankind's grander narrative of a shared spiritual past, present and future, a genetic chain spanning throughout time immemorial, dividing and duplicating into a spectrum of multitudinous colors and relations, of multitudinous humanities and gods.""","1","42.00858506","-87.66561219","POINT (-87.66561219 42.00858506)"
