"id","license_id","account_number","site_number","legal_name","doing_business_as_name","address","city","state","zip_code","ward","precinct","ward_precinct","police_district","license_code","license_description","business_activity_id","business_activity","license_number","application_type","application_created_date","application_requirements_complete","payment_date","conditional_approval","license_start_date","expiration_date","license_approved_for_issuance","date_issued","license_status","license_status_change_date","ssa","latitude","longitude","location"
"2202562-20121128","2202562","302513","3","ARNOLD SCOTT HARRIS, P.C.","ARNOLD SCOTT HARRIS, P.C.","111 W JACKSON BLVD 6TH 600","CHICAGO","IL","60604","34","49","34-49","1","1010","Limited Business License",,,"2202562","C_LOC","2012-11-28T00:00:00.000","2012-11-28T00:00:00.000","2012-11-28T00:00:00.000","N","2012-11-28T00:00:00.000","2013-05-15T00:00:00.000","2012-11-28T00:00:00.000","2012-11-28T00:00:00.000","AAI",,,"41.878034428","-87.631171407","
,  
(41.87803442833617, -87.63117140697915)"
"2863342-20220808","2863342","488428","1","YUN SIL JANG","YUN SIL JANG","462 W BROOKLINE CT","PALATINE","IL","60067",,,,,"4406","Peddler License","819","Street Performer, Moving Along the Public Way","2863342","ISSUE","2022-08-08T00:00:00.000","2022-08-08T00:00:00.000","2022-08-08T00:00:00.000","N","2022-08-08T00:00:00.000","2024-08-15T00:00:00.000",,"2022-08-08T00:00:00.000","AAI",,,,,
"1968626-20220616","2841684","10726","3","GRAHAM ENTERPRISE INC","Chicago BP@Irving (GEI-152)","841 W IRVING PARK RD","CHICAGO","IL","60613","46","10","46-10","19","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","1968626","RENEW",,"2022-04-15T00:00:00.000","2022-05-10T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,"18","41.954425019","-87.651324017","
,  
(41.95442501861227, -87.65132401707042)"
"2621669-20211216","2816160","402671","2","SIXT RENT A CAR, LLC","Sixt Rent A Car, LLC","10255 W ZEMKE BLVD","CHICAGO","IL","60666","41","27","41-27","16","1010","Limited Business License","793","Sales / Car Rental / Lease of Motorized Vehicles","2621669","RENEW",,"2021-10-15T00:00:00.000","2021-11-11T00:00:00.000","N","2021-12-16T00:00:00.000","2023-12-15T00:00:00.000","2021-11-11T00:00:00.000","2022-08-08T00:00:00.000","AAI",,,"41.994793386","-87.88270766","
,  
(41.994793386111766, -87.88270765951567)"
"2212246-20180816","2604971","334772","2","MIGUEL ANGEL DUARTE-SOLIS","MIGUEL ANGEL DUARTE-SOLIS","5015 S DAMEN AVE 1ST","CHICAGO","IL","60609","15","15","15-15","9","4406","Peddler License","770","Peddler (Over 65 Years of Age) - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way","2212246","RENEW",,"2018-06-15T00:00:00.000","2018-08-22T00:00:00.000","N","2018-08-16T00:00:00.000","2020-10-15T00:00:00.000",,"2018-08-22T00:00:00.000","AAI",,,"41.802569456","-87.674395755","
,  
(41.802569455769735, -87.67439575456822)"
"1144115-20030216","1324330","215267","1","COMMERCIAL LEASING CORPORATION.","SunBridge Capital, Inc.","6300  NALL AVE 2 200","MISSION","KS","66202",,,,,"1010","Limited Business License",,,"1144115","RENEW",,"2002-12-17T00:00:00.000","2003-02-26T00:00:00.000","N","2003-02-16T00:00:00.000","2004-02-15T00:00:00.000","2003-02-26T00:00:00.000","2006-01-25T00:00:00.000","AAI",,,,,
"1694745-20061116","1753621","64603","5","LEOPARDO COMPANIES INC.","LEOPARDO COMPANIES INC","1945 W HUBBARD ST  B","CHICAGO","IL","60622","27","27","27-27","12","1010","Limited Business License",,,"1694745","RENEW",,"2006-09-20T00:00:00.000","2006-11-03T00:00:00.000","N","2006-11-16T00:00:00.000","2007-11-15T00:00:00.000","2006-11-03T00:00:00.000","2006-11-06T00:00:00.000","AAI",,,"41.889627703","-87.67623091","
,  
(41.8896277030332, -87.67623090978807)"
"2717980-20220511","2717980","9584","5","HORNBLOWER CRUISES AND EVENTS, LLC","SPIRIT OF NAVY PIER","600 E GRAND AVE  2600","CHICAGO","IL","60611","42","11","42-11","18","1006","Retail Food Establishment","782","Sale of Food Prepared Onsite Without Dining Area","2717980","ISSUE","2020-02-25T00:00:00.000","2022-04-26T00:00:00.000","2022-04-26T00:00:00.000","N","2022-05-11T00:00:00.000","2023-03-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.892094137","-87.611569884","
,  
(41.892094136861786, -87.61156988394656)"
"1647725-20070816","1838618","297429","1","VALLEY OF THE SUN INC.","MAXWELL STREET EXPRESS","1058 W 87TH ST","CHICAGO","IL","60620","17","56","17-56","6","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","1647725","RENEW",,"2007-06-21T00:00:00.000","2007-08-13T00:00:00.000","N","2007-08-16T00:00:00.000","2008-07-15T00:00:00.000","2007-08-13T00:00:00.000","2007-08-14T00:00:00.000","AAI",,,"41.736079769","-87.650858778","
,  
(41.7360797687383, -87.65085877776568)"
"2263778-20190616","2662258","381911","1","A&J MUFFLERS AND BRAKES CORP.","ABY'S SHOP","4146-4148 S WESTERN AVE 1ST","CHICAGO","IL","60609","12","21","12-21","9","8340","Motor Vehicle Services License","712","Motor Vehicle Repair -  Engine and Transmission Work","2263778","RENEW",,"2019-04-15T00:00:00.000","2019-06-27T00:00:00.000","N","2019-06-16T00:00:00.000","2021-07-15T00:00:00.000","2019-06-27T00:00:00.000","2019-06-27T00:00:00.000","AAI",,,"41.817928961","-87.6848298","
,  
(41.81792896055436, -87.68482980036839)"
"2601379-20200616","2727930","428052","1","NYM MERGER HOLDINGS LLC","Oak + Fort","1715 N DAMEN AVE","CHICAGO","IL","60647","32","36","32-36","14","1010","Limited Business License","911","Retail Sales of Clothing / Accessories / Shoes","2601379","RENEW",,"2020-04-15T00:00:00.000","2022-02-23T00:00:00.000","N","2020-06-16T00:00:00.000","2022-06-15T00:00:00.000","2022-02-23T00:00:00.000","2022-05-11T00:00:00.000","AAI",,"33","41.912750695","-87.677368344","
,  
(41.91275069507496, -87.67736834388643)"
"62588-20030216","1334887","19763","2","CHECKPOINT SECURITY SYSTEMS GR","CHECKPOINT SECURITIY SYSTEMS","6640  SHADY OAK RD  300","EDEN PRAIRIE","MN","55344",,,,,"1010","Limited Business License",,,"62588","RENEW",,"2003-02-20T00:00:00.000","2003-05-22T00:00:00.000","N","2003-02-16T00:00:00.000","2004-02-15T00:00:00.000","2003-05-27T00:00:00.000","2010-05-11T00:00:00.000","AAI",,,,,
"2594594-20190516","2657651","426783","1","HALLE LEONARD","HALLE LEONARD","[REDACTED FOR PRIVACY]","CHICAGO","IL","60614","43","29","43-29","18","7009","Pharmaceutical Representative","990","Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year","2594594","RENEW",,"2019-03-15T00:00:00.000","2019-09-09T00:00:00.000","N","2019-05-16T00:00:00.000","2020-05-15T00:00:00.000","2019-09-09T00:00:00.000","2019-09-10T00:00:00.000","AAI",,,,,
"2263778-20210616","2784227","381911","1","A&J MUFFLERS AND BRAKES CORP.","ABY'S SHOP","4146-4148 S WESTERN AVE 1ST","CHICAGO","IL","60609","12","21","12-21","9","8340","Motor Vehicle Services License","712","Motor Vehicle Repair -  Engine and Transmission Work","2263778","RENEW",,"2021-04-15T00:00:00.000","2021-06-10T00:00:00.000","N","2021-06-16T00:00:00.000","2023-06-15T00:00:00.000","2021-06-10T00:00:00.000","2021-06-11T00:00:00.000","AAI",,,"41.817928961","-87.6848298","
,  
(41.81792896055436, -87.68482980036839)"
"1304246-20210916","2799172","256096","1","FOUR A'S FOOD INC","FOUR A'S FOOD INC","603 S SACRAMENTO BLVD","CHICAGO","IL","60612","28","41","28-41","11","1781","Tobacco","763","Retail Sale of Tobacco","1304246","RENEW",,"2021-07-15T00:00:00.000","2021-09-07T00:00:00.000","N","2021-09-16T00:00:00.000","2022-09-15T00:00:00.000","2021-09-07T00:00:00.000","2021-09-08T00:00:00.000","AAC","2022-05-11T00:00:00.000",,"41.873635148","-87.700862238","
,  
(41.87363514754481, -87.70086223773322)"
"79075-20220616","2842384","86474","2","THE WOODLAWN TAP, INC.","THE WOODLAWN TAP","1168 -1172 E 55TH ST 1ST","CHICAGO","IL","60615","5","3","5-3","2","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","79075","RENEW",,"2022-04-15T00:00:00.000","2022-05-10T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.795173028","-87.59685084","
,  
(41.79517302761119, -87.59685083960005)"
"2758114-20201215","2758114","471554","1","DOLCE KITCHEN LLC","KALA MODERN GREEK","2523 N CLARK ST 1","CHICAGO","IL","60614","43","27","43-27","19","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2758114","ISSUE","2020-11-09T00:00:00.000","2020-11-09T00:00:00.000","2020-11-09T00:00:00.000","N","2020-12-15T00:00:00.000","2022-12-15T00:00:00.000","2020-12-14T00:00:00.000","2020-12-15T00:00:00.000","AAI",,"23","41.928487374","-87.642044357","
,  
(41.928487374216466, -87.64204435669477)"
"2496643-20220516","2838973","401230","1","SAPORI NAPOLETANI PIZZERIA RISTORANTE & BAR","SAPORI NAPOLETANI PIZZERIA RISTORANTE E BAR","6050 N NORTHWEST HWY","CHICAGO","IL","60631","41","35","41-35","16","1475","Consumption on Premises - Incidental Activity","638","Consumption of Liquor on Premises","2496643","RENEW",,"2022-03-15T00:00:00.000","2022-05-10T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.991136743","-87.797214431","
,  
(41.991136743198716, -87.79721443074477)"
"2762351-20230116","2881332","471891","1","OPTIVER SERVICES US LLC","OPTIVER SERVICES US LLC","130 E RANDOLPH ST  800","CHICAGO","IL","60601","42","42","42-42","1","1010","Limited Business License","709","Miscellaneous Personal Services","2762351","RENEW",,"2022-11-15T00:00:00.000","2022-12-19T00:00:00.000","N","2023-01-16T00:00:00.000","2025-01-15T00:00:00.000","2022-12-19T00:00:00.000","2022-12-20T00:00:00.000","AAI",,,"41.884588372","-87.623272561","
,  
(41.884588371969095, -87.62327256105529)"
"2289988-20131009","2289988","385607","1","360 CONSTRUCTION LLC","360 CONSTRUCTION LLC","1830 S ALLPORT ST","CHICAGO","IL","60608","25","28","25-28","12","4404","Regulated Business License","674","Home Repair Services (Home Based Business)","2289988","ISSUE","2013-10-09T00:00:00.000","2013-10-09T00:00:00.000","2013-10-09T00:00:00.000","N","2013-10-09T00:00:00.000","2015-10-15T00:00:00.000","2013-10-09T00:00:00.000","2013-10-09T00:00:00.000","AAI",,,"41.856994657","-87.657769633","
,  
(41.85699465721177, -87.6577696330932)"
"2014223-20201216","2755705","350129","1","PRETTY NAILS OF ILLINOIS, INC.","PRETTY NAILS","7131 S JEFFERY BLVD 1 J","CHICAGO","IL","60649","5","54","5-54","3","1010","Limited Business License","895","Nail Services","2014223","RENEW",,"2020-10-15T00:00:00.000","2022-05-10T00:00:00.000","N","2020-12-16T00:00:00.000","2022-12-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,"42","41.765189524","-87.576133104","
,  
(41.765189524327816, -87.57613310396634)"
"2728450-20220516","2839736","467952","1","Goldfinch Construction LLC","Goldfinch Construction LLC","109  1ST ST","BLOOMINGDALE","IL","60108",,,,,"4404","Regulated Business License","673 | 754 | 914","Home Repair Services | Residential Construction / Minor Home Repair Services | Roof Repair and Installation","2728450","RENEW",,"2022-03-15T00:00:00.000","2022-05-10T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,,,
"1272252-20220616","2842596","251103","1","WING YIP INC","WING YIP RESTAURANT","537 W 26TH ST","CHICAGO","IL","60616","11","13","11-13","9","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","1272252","RENEW",,"2022-04-15T00:00:00.000","2022-05-10T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.845284104","-87.641495378","
,  
(41.845284104251014, -87.64149537830836)"
"6735-20210916","2798345","25490","1","STANLEY BROWN JEWELIST, LTD.","STANLEY BROWN JEWELIST LTD","4751 N LINCOLN AVE 1ST","CHICAGO","IL","60625","47","20","47-20","19","1010","Limited Business License",,,"6735","RENEW",,"2021-07-15T00:00:00.000","2021-08-20T00:00:00.000","N","2021-09-16T00:00:00.000","2023-09-15T00:00:00.000","2021-08-20T00:00:00.000","2022-05-11T00:00:00.000","AAI",,"21","41.968001608","-87.688006885","
,  
(41.968001607809484, -87.6880068847022)"
"2690340-20190913","2690340","462712","1","ELVIRA TECALERO DEGANTE","ELVIRA TECALERO DEGANTE","4204 W ARMITAGE AVE  2F","CHICAGO","IL","60639","35","12","35-12","25","4406","Peddler License","769","Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way","2690340","ISSUE","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000","N","2019-09-13T00:00:00.000","2021-09-15T00:00:00.000",,"2019-09-13T00:00:00.000","AAI",,,"41.917208805","-87.731694374","
,  
(41.91720880470793, -87.7316943738535)"
"2846251-20220511","2846251","461483","5","J & H DESIGNS INC.","DCI FURNITURE","2727 W DEVON AVE 1ST","CHICAGO","IL","60659","50","29","50-29","24","1010","Limited Business License","900","Sale of Furniture","2846251","C_LOC","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","N","2022-05-11T00:00:00.000","2023-08-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","AAI",,"43","41.997473444","-87.698286252","
,  
(41.99747344436516, -87.69828625157092)"
"1899783-20150316","2377613","330192","1","ELIAS A. KANELLOPOULOS","RITZ CLEANERS","200 E DELAWARE PL 1","CHICAGO","IL","60611","2","13","2-13","18","1010","Limited Business License","648","Dry Cleaning - Drop Off Location","1899783","RENEW",,"2015-01-16T00:00:00.000","2015-02-27T00:00:00.000","N","2015-03-16T00:00:00.000","2017-03-15T00:00:00.000","2015-02-27T00:00:00.000","2015-03-03T00:00:00.000","AAI",,,"41.899354739","-87.621791302","
,  
(41.89935473944382, -87.621791301926)"
"2424089-20220516","2838974","401230","1","SAPORI NAPOLETANI PIZZERIA RISTORANTE & BAR","SAPORI NAPOLETANI PIZZERIA RISTORANTE E BAR","6050 N NORTHWEST HWY","CHICAGO","IL","60631","41","35","41-35","16","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2424089","RENEW",,"2022-03-15T00:00:00.000","2022-05-10T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.991136743","-87.797214431","
,  
(41.991136743198716, -87.79721443074477)"
"79076-20220616","2842383","86474","2","THE WOODLAWN TAP, INC.","THE WOODLAWN TAP","1168 -1172 E 55TH ST 1ST","CHICAGO","IL","60615","5","3","5-3","2","1470","Tavern","829","Tavern - Consumption of Liquor on Premise","79076","RENEW",,"2022-04-15T00:00:00.000","2022-05-10T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.795173028","-87.59685084","
,  
(41.79517302761119, -87.59685083960005)"
"2846224-20220511","2846224","485690","1","NESS CONSTRUCTION LLC","NESS CONSTRUCTION LLC","10336 S WESTERN AVE 1ST","CHICAGO","IL","60643","19","51","19-51","22","4404","Regulated Business License","633 | 673 | 753","Commercial Janitorial Services | Home Repair Services | Residential Cleaning Services","2846224","ISSUE","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","N","2022-05-11T00:00:00.000","2024-05-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","AAI",,"20","41.705264535","-87.681733009","
,  
(41.70526453536262, -87.68173300878972)"
"8552-20060816","1719916","4097","3","SUPER MERCADO CUAUHTEMOC CORP.","SUPERMERCADO CHAUHTEMOC INC","2502-2506 S KEDZIE AVE 1ST","CHICAGO","IL","60623","25","15","25-15","10","1781","Tobacco","763","Retail Sale of Tobacco","8552","RENEW",,"2006-06-21T00:00:00.000","2006-07-18T00:00:00.000","N","2006-08-16T00:00:00.000","2007-08-15T00:00:00.000","2006-07-18T00:00:00.000","2006-07-19T00:00:00.000","AAI",,"25","41.846185065","-87.705237484","
,  
(41.84618506490609, -87.70523748426983)"
"2328612-20220616","2843891","390372","1","BRAZZ BRAZILIAN SPA LLC","BRAZZ BRAZILIAN SPA LLC","866 N CLARK ST 1ST 103","CHICAGO","IL","60610","2","17","2-17","18","1010","Limited Business License","144","Hair, Nail, and Skin Care Services","2328612","RENEW",,"2022-04-15T00:00:00.000","2022-05-10T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.898628908","-87.631444082","
,  
(41.89862890841485, -87.63144408234774)"
"2289988-20211016","2806127","385607","1","360 CONSTRUCTION LLC","360 CONSTRUCTION LLC","1830 S ALLPORT ST","CHICAGO","IL","60608","25","28","25-28","12","4404","Regulated Business License","674","Home Repair Services (Home Based Business)","2289988","RENEW",,"2021-08-15T00:00:00.000","2022-05-11T00:00:00.000","N","2021-10-16T00:00:00.000","2023-10-15T00:00:00.000","2022-05-11T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.856994657","-87.657769633","
,  
(41.85699465721177, -87.6577696330932)"
"2319968-20220416","2833778","389064","1","JOANISCA CORP.","MIS TACOS MEXICAN FOOD","4308-4310 W MARQUETTE RD 1ST","CHICAGO","IL","60629","13","5","13-5","8","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2319968","RENEW",,"2022-02-15T00:00:00.000","2022-05-03T00:00:00.000","N","2022-04-16T00:00:00.000","2024-04-15T00:00:00.000","2022-05-03T00:00:00.000","2022-05-11T00:00:00.000","AAI",,,"41.771390589","-87.730317397","
,  
(41.77139058907717, -87.7303173969806)"
"1716740-20220816","2853533","304779","1","CHICAGO ANODIZING COMPANY","CHICAGO ANODIZING COMPANY","4112 W LAKE ST 1","CHICAGO","IL","60624","28","24","28-24","11","1009","Manufacturing Establishments","817","Storage or Use of Hazardous Materials (MFG)","1716740","RENEW",,"2022-06-15T00:00:00.000","2022-08-05T00:00:00.000","N","2022-08-16T00:00:00.000","2024-08-15T00:00:00.000","2022-08-05T00:00:00.000","2022-08-08T00:00:00.000","AAI",,,"41.885742095","-87.728833951","
,  
(41.88574209472369, -87.7288339509947)"
"2212246-20220816","2853842","334772","2","MIGUEL ANGEL DUARTE-SOLIS","MIGUEL ANGEL DUARTE-SOLIS","5015 S DAMEN AVE 1ST","CHICAGO","IL","60609","15","15","15-15","9","4406","Peddler License","770","Peddler (Over 65 Years of Age) - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way","2212246","RENEW",,"2022-06-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-08-16T00:00:00.000","2024-08-15T00:00:00.000",,"2022-08-08T00:00:00.000","AAI",,,"41.802569456","-87.674395755","
,  
(41.802569455769735, -87.67439575456822)"
"1899783-20080414","1899783","330192","1","ELIAS A. KANELLOPOULOS","RITZ CLEANERS","200 E DELAWARE PL 1","CHICAGO","IL","60611","2","13","2-13","18","1010","Limited Business License",,,"1899783","ISSUE","2008-04-14T00:00:00.000","2008-04-14T00:00:00.000","2008-04-14T00:00:00.000","N","2008-04-14T00:00:00.000","2009-03-15T00:00:00.000","2008-04-14T00:00:00.000","2008-04-14T00:00:00.000","AAI",,,"41.899354739","-87.621791302","
,  
(41.89935473944382, -87.621791301926)"
"1934-20220916","2858250","62544","18","HYATT CORPORATION","STETSON'S","151 E WACKER DR  PLAZA","CHICAGO","IL","60601","42","44","42-44","1","1477","Outdoor Patio","784","Sale of Liquor Outdoors on Private Property","1934","RENEW",,"2022-07-15T00:00:00.000","2022-08-05T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-05T00:00:00.000","2022-08-08T00:00:00.000","AAI",,,,,
"2670953-20210616","2785534","459527","1","LUXE B STUDIO INC.","LUXE B STUDIO","358 E 47TH ST 1","CHICAGO","IL","60653","3","11","3-11","2","1010","Limited Business License","476 | 602 | 904 | 1089","Photography Services | Administrative Commercial Office | Retail Sales of General Merchandise | Multi-Media Services","2670953","RENEW",,"2021-04-15T00:00:00.000","2021-05-12T00:00:00.000","N","2021-06-16T00:00:00.000","2023-06-15T00:00:00.000","2021-05-12T00:00:00.000","2021-11-09T00:00:00.000","AAI",,"56","41.809482509","-87.617253367","
,  
(41.809482509227664, -87.61725336722702)"
